Player,Nation,Squad,Comp,Pos,season,source_file,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,PKatt_per90,CrdY_per90,CrdR_per90,xG_per90,npxG_per90,xAG_per90,npxG+xAG_per90,PrgC_per90,PrgP_per90,PrgR_per90,start_rate
Samuel Moutoussamy,COD,Nantes,Ligue 1,MF,2023_2024,top5-players.csv,26.0,1996.0,26,11,1107,12.3,1,0,1,1,0,0,2,0,1.8,1.8,0.6,2.3,20.0,59.0,33.0,0.08130081300813008,0.0,0.08130081300813008,0.08130081300813008,0.0,0.0,0.16260162601626016,0.0,0.14634146341463414,0.14634146341463414,0.048780487804878044,0.18699186991869915,1.6260162601626016,4.796747967479675,2.6829268292682924,0.4230769230769231
Mykhailo Mudryk,UKR,Chelsea,Premier League,FW,2023_2024,top5-players.csv,22.0,2001.0,31,18,1576,17.5,5,2,7,5,0,0,5,0,4.4,4.4,4.1,8.5,92.0,45.0,139.0,0.2857142857142857,0.11428571428571428,0.4,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.25142857142857145,0.25142857142857145,0.23428571428571426,0.4857142857142857,5.257142857142857,2.5714285714285716,7.942857142857143,0.5806451612903226
François Mughe,CMR,Marseille,Ligue 1,MF,2023_2024,top5-players.csv,19.0,2004.0,5,2,177,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,7.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.05,0.05,0.05,0.1,3.5,3.5,8.0,0.4
Nordi Mukiele,FRA,Paris S-G,Ligue 1,DF,2023_2024,top5-players.csv,25.0,1997.0,16,9,796,8.8,0,0,0,0,0,0,2,0,1.3,1.3,0.1,1.4,12.0,32.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22727272727272727,0.0,0.1477272727272727,0.1477272727272727,0.011363636363636364,0.15909090909090906,1.3636363636363635,3.6363636363636362,2.954545454545454,0.5625
Samuele Mulattieri,ITA,Sassuolo,Serie A,FW,2023_2024,top5-players.csv,22.0,2000.0,27,1,462,5.1,0,0,0,0,0,0,1,0,1.6,1.6,0.3,1.9,8.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19607843137254904,0.0,0.3137254901960785,0.3137254901960785,0.058823529411764705,0.37254901960784315,1.5686274509803924,0.19607843137254904,7.450980392156863,0.037037037037037035
Andreas Müller,GER,Darmstadt 98,Bundesliga,MF,2023_2024,top5-players.csv,23.0,2000.0,11,2,349,3.9,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,3.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.0,0.025641025641025644,0.025641025641025644,0.0,0.025641025641025644,0.7692307692307693,3.3333333333333335,1.794871794871795,0.18181818181818182
Jannik Müller,GER,Darmstadt 98,Bundesliga,DF,2023_2024,top5-players.csv,29.0,1994.0,16,12,1134,12.6,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,8.0,31.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39682539682539686,0.0,0.015873015873015876,0.015873015873015876,0.007936507936507938,0.023809523809523808,0.6349206349206349,2.4603174603174605,0.5555555555555556,0.75
Kevin Müller,GER,Heidenheim,Bundesliga,GK,2023_2024,top5-players.csv,32.0,1991.0,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Thomas Müller,GER,Bayern Munich,Bundesliga,MF,2023_2024,top5-players.csv,33.0,1989.0,31,20,1654,18.4,5,9,14,5,0,0,0,0,5.7,5.7,8.4,14.1,38.0,82.0,188.0,0.27173913043478265,0.48913043478260876,0.7608695652173914,0.27173913043478265,0.0,0.0,0.0,0.0,0.3097826086956522,0.3097826086956522,0.4565217391304348,0.766304347826087,2.065217391304348,4.4565217391304355,10.217391304347826,0.6451612903225806
Abdul Mumin,GHA,Rayo Vallecano,La Liga,DF,2023_2024,top5-players.csv,25.0,1998.0,20,19,1694,18.8,1,0,1,1,0,0,5,1,0.4,0.4,0.3,0.7,6.0,38.0,4.0,0.05319148936170213,0.0,0.05319148936170213,0.05319148936170213,0.0,0.0,0.26595744680851063,0.05319148936170213,0.02127659574468085,0.02127659574468085,0.015957446808510637,0.03723404255319149,0.3191489361702127,2.021276595744681,0.2127659574468085,0.95
Marshall Munetsi,ZIM,Reims,Ligue 1,MF,2023_2024,top5-players.csv,27.0,1996.0,27,25,2173,24.1,4,3,7,4,0,0,5,0,6.2,6.2,1.0,7.2,19.0,67.0,81.0,0.16597510373443983,0.12448132780082986,0.2904564315352697,0.16597510373443983,0.0,0.0,0.20746887966804978,0.0,0.2572614107883817,0.2572614107883817,0.04149377593360996,0.2987551867219917,0.7883817427385892,2.780082987551867,3.3609958506224062,0.9259259259259259
Iker Muniain,ESP,Athletic Club,La Liga,MF,2023_2024,top5-players.csv,30.0,1992.0,20,5,594,6.6,2,0,2,2,0,0,1,0,1.7,1.7,0.4,2.2,18.0,43.0,50.0,0.30303030303030304,0.0,0.30303030303030304,0.30303030303030304,0.0,0.0,0.15151515151515152,0.0,0.25757575757575757,0.25757575757575757,0.060606060606060615,0.33333333333333337,2.7272727272727275,6.515151515151516,7.575757575757576,0.25
Rodrigo Muniz,BRA,Fulham,Premier League,FW,2023_2024,top5-players.csv,22.0,2001.0,26,18,1593,17.7,9,1,10,9,0,0,1,0,8.7,8.7,2.0,10.7,8.0,19.0,76.0,0.5084745762711864,0.05649717514124294,0.5649717514124294,0.5084745762711864,0.0,0.0,0.05649717514124294,0.0,0.4915254237288135,0.4915254237288135,0.11299435028248588,0.6045197740112994,0.4519774011299435,1.073446327683616,4.293785310734464,0.6923076923076923
Aihen Muñoz,ESP,Real Sociedad,La Liga,DF,2023_2024,top5-players.csv,25.0,1997.0,21,11,1127,12.5,0,2,2,0,0,0,2,0,0.3,0.3,2.0,2.2,24.0,39.0,23.0,0.0,0.16,0.16,0.0,0.0,0.0,0.16,0.0,0.024,0.024,0.16,0.17600000000000002,1.92,3.12,1.84,0.5238095238095238
Daniel Muñoz,COL,Crystal Palace,Premier League,DF,2023_2024,top5-players.csv,27.0,1996.0,16,16,1439,16.0,0,4,4,0,0,0,4,0,1.2,1.2,2.4,3.7,25.0,38.0,80.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.075,0.075,0.15,0.23125,1.5625,2.375,5.0,1.0
Iker Muñoz,ESP,Osasuna,La Liga,MF,2023_2024,top5-players.csv,20.0,2002.0,28,20,1854,20.6,4,0,4,4,0,0,5,0,1.1,1.1,0.2,1.2,17.0,80.0,23.0,0.1941747572815534,0.0,0.1941747572815534,0.1941747572815534,0.0,0.0,0.24271844660194172,0.0,0.05339805825242719,0.05339805825242719,0.009708737864077669,0.058252427184466014,0.8252427184466019,3.8834951456310676,1.116504854368932,0.7142857142857143
Javier Muñoz,ESP,Las Palmas,La Liga,MF,2023_2024,top5-players.csv,28.0,1995.0,37,30,2640,29.3,2,3,5,2,0,0,6,0,2.5,2.5,1.4,4.0,33.0,122.0,126.0,0.06825938566552901,0.10238907849829351,0.1706484641638225,0.06825938566552901,0.0,0.0,0.20477815699658702,0.0,0.08532423208191126,0.08532423208191126,0.0477815699658703,0.13651877133105803,1.1262798634812285,4.163822525597269,4.300341296928328,0.8108108108108109
Arijanet Muric,KVX,Burnley,Premier League,GK,2023_2024,top5-players.csv,24.0,1998.0,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.1,0.0,1.0
Luis Muriel,COL,Atalanta,Serie A,FW,2023_2024,top5-players.csv,32.0,1991.0,18,2,409,4.5,2,1,3,2,0,0,0,0,1.5,1.5,1.7,3.3,19.0,24.0,57.0,0.4444444444444444,0.2222222222222222,0.6666666666666666,0.4444444444444444,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.37777777777777777,0.7333333333333333,4.222222222222222,5.333333333333333,12.666666666666666,0.1111111111111111
Murillo,BRA,Nott'ham Forest,Premier League,DF,2023_2024,top5-players.csv,21.0,2002.0,32,32,2789,31.0,0,2,2,0,0,0,5,0,1.8,1.8,1.2,3.0,22.0,89.0,7.0,0.0,0.06451612903225806,0.06451612903225806,0.0,0.0,0.0,0.16129032258064516,0.0,0.05806451612903226,0.05806451612903226,0.03870967741935484,0.0967741935483871,0.7096774193548387,2.870967741935484,0.22580645161290322,1.0
Vedat Muriqi,KVX,Mallorca,La Liga,FW,2023_2024,top5-players.csv,29.0,1994.0,29,25,2327,25.9,7,2,9,6,1,3,5,0,10.4,8.0,2.6,10.6,20.0,40.0,134.0,0.2702702702702703,0.07722007722007722,0.3474903474903475,0.23166023166023167,0.03861003861003861,0.11583011583011583,0.19305019305019305,0.0,0.4015444015444016,0.3088803088803089,0.1003861003861004,0.4092664092664093,0.7722007722007722,1.5444015444015444,5.173745173745174,0.8620689655172413
Jacob Murphy,ENG,Newcastle Utd,Premier League,FW,2023_2024,top5-players.csv,28.0,1995.0,21,14,1189,13.2,3,7,10,3,0,0,1,0,2.1,2.1,5.0,7.1,33.0,52.0,113.0,0.2272727272727273,0.5303030303030303,0.7575757575757576,0.2272727272727273,0.0,0.0,0.07575757575757576,0.0,0.15909090909090912,0.15909090909090912,0.3787878787878788,0.5378787878787878,2.5,3.9393939393939394,8.56060606060606,0.6666666666666666
Yunus Musah,USA,Milan,Serie A,MF,2023_2024,top5-players.csv,20.0,2002.0,30,13,1478,16.4,0,2,2,0,0,0,5,0,0.6,0.6,1.2,1.8,48.0,64.0,77.0,0.0,0.12195121951219513,0.12195121951219513,0.0,0.0,0.0,0.30487804878048785,0.0,0.03658536585365854,0.03658536585365854,0.07317073170731708,0.10975609756097562,2.9268292682926833,3.9024390243902443,4.695121951219512,0.43333333333333335
Jamal Musiala,GER,Bayern Munich,Bundesliga,MF,2023_2024,top5-players.csv,20.0,2003.0,24,20,1755,19.5,10,5,15,10,0,0,2,0,7.9,7.9,6.0,13.9,103.0,100.0,163.0,0.5128205128205128,0.2564102564102564,0.7692307692307693,0.5128205128205128,0.0,0.0,0.10256410256410256,0.0,0.40512820512820513,0.40512820512820513,0.3076923076923077,0.7128205128205128,5.282051282051282,5.128205128205129,8.35897435897436,0.8333333333333334
Florent Muslija,KVX,Freiburg,Bundesliga,MF,2023_2024,top5-players.csv,25.0,1998.0,10,0,105,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.6,6.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333334,0.08333333333333334,0.5,0.5,5.0,10.833333333333334,5.833333333333334,0.0
Juan Musso,ARG,Atalanta,Serie A,GK,2023_2024,top5-players.csv,29.0,1994.0,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Yvon Mvogo,SUI,Lorient,Ligue 1,GK,2023_2024,top5-players.csv,29.0,1994.0,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Joel Mvuka,NOR,Lorient,Ligue 1,DF,2023_2024,top5-players.csv,20.0,2002.0,7,2,197,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,0.45454545454545453,7.2727272727272725,0.2857142857142857
Junior Mwanga,FRA,Strasbourg,Ligue 1,MF,2023_2024,top5-players.csv,20.0,2003.0,22,17,1450,16.1,1,1,2,1,0,0,3,0,1.4,1.4,0.8,2.2,28.0,56.0,37.0,0.06211180124223602,0.06211180124223602,0.12422360248447203,0.06211180124223602,0.0,0.0,0.18633540372670807,0.0,0.08695652173913042,0.08695652173913042,0.049689440993788817,0.13664596273291926,1.7391304347826086,3.4782608695652173,2.2981366459627326,0.7727272727272727
Phillipp Mwene,AUT,Mainz 05,Bundesliga,DF,2023_2024,top5-players.csv,29.0,1994.0,23,23,1996,22.2,1,2,3,1,0,0,4,1,1.4,1.4,2.0,3.4,50.0,73.0,93.0,0.04504504504504505,0.0900900900900901,0.13513513513513514,0.04504504504504505,0.0,0.0,0.1801801801801802,0.04504504504504505,0.06306306306306306,0.06306306306306306,0.0900900900900901,0.15315315315315314,2.2522522522522523,3.2882882882882885,4.1891891891891895,1.0
Vitaliy Mykolenko,UKR,Everton,Premier League,DF,2023_2024,top5-players.csv,24.0,1999.0,28,28,2469,27.4,2,0,2,2,0,0,1,0,1.5,1.5,0.9,2.4,14.0,55.0,68.0,0.07299270072992702,0.0,0.07299270072992702,0.07299270072992702,0.0,0.0,0.03649635036496351,0.0,0.05474452554744526,0.05474452554744526,0.032846715328467155,0.08759124087591241,0.5109489051094891,2.007299270072993,2.4817518248175183,1.0
Joakim Mæhle,DEN,Wolfsburg,Bundesliga,DF,2023_2024,top5-players.csv,26.0,1997.0,30,27,2452,27.2,2,3,5,2,0,0,5,0,1.4,1.4,2.7,4.0,84.0,119.0,137.0,0.07352941176470588,0.11029411764705882,0.18382352941176472,0.07352941176470588,0.0,0.0,0.18382352941176472,0.0,0.051470588235294115,0.051470588235294115,0.09926470588235295,0.14705882352941177,3.088235294117647,4.375,5.036764705882353,0.9
Obite N'Dicka,CIV,Roma,Serie A,DF,2023_2024,top5-players.csv,23.0,1999.0,25,25,2168,24.1,0,3,3,0,0,0,6,0,1.0,1.0,1.0,2.0,26.0,87.0,11.0,0.0,0.12448132780082986,0.12448132780082986,0.0,0.0,0.0,0.24896265560165973,0.0,0.04149377593360996,0.04149377593360996,0.04149377593360996,0.08298755186721991,1.0788381742738589,3.609958506224066,0.45643153526970953,1.0
Kévin N'Doram,FRA,Metz,Ligue 1,MF,2023_2024,top5-players.csv,27.0,1996.0,23,18,1604,17.8,0,2,2,0,0,0,4,0,0.3,0.3,0.5,0.8,12.0,62.0,3.0,0.0,0.11235955056179775,0.11235955056179775,0.0,0.0,0.0,0.2247191011235955,0.0,0.016853932584269662,0.016853932584269662,0.028089887640449437,0.0449438202247191,0.6741573033707865,3.4831460674157304,0.16853932584269662,0.782608695652174
Nathan N'Goumou,FRA,Gladbach,Bundesliga,FW,2023_2024,top5-players.csv,23.0,2000.0,32,14,1385,15.4,5,2,7,5,0,0,1,0,3.8,3.8,1.7,5.5,52.0,47.0,150.0,0.3246753246753247,0.12987012987012986,0.45454545454545453,0.3246753246753247,0.0,0.0,0.06493506493506493,0.0,0.24675324675324672,0.24675324675324672,0.11038961038961038,0.35714285714285715,3.3766233766233764,3.051948051948052,9.74025974025974,0.4375
Stanley N'Soki,FRA,Hoffenheim,Bundesliga,DF,2023_2024,top5-players.csv,24.0,1999.0,11,7,631,7.0,0,0,0,0,0,0,3,1,0.0,0.0,0.1,0.1,7.0,37.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.014285714285714287,0.014285714285714287,1.0,5.285714285714286,2.0,0.6363636363636364
Nacho,ESP,Real Madrid,La Liga,DF,2023_2024,top5-players.csv,33.0,1990.0,29,18,1746,19.4,0,1,1,0,0,0,4,2,0.5,0.5,1.2,1.7,13.0,55.0,9.0,0.0,0.051546391752577324,0.051546391752577324,0.0,0.0,0.0,0.2061855670103093,0.10309278350515465,0.025773195876288662,0.025773195876288662,0.061855670103092786,0.08762886597938145,0.6701030927835052,2.8350515463917527,0.4639175257731959,0.6206896551724138
Bilal Nadir,FRA,Marseille,Ligue 1,MF,2023_2024,top5-players.csv,19.0,2003.0,5,1,113,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307692,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,2.3076923076923075,3.0769230769230766,5.384615384615384,0.2
Mahamadou Nagida,CMR,Rennes,Ligue 1,DF,2023_2024,top5-players.csv,18.0,2005.0,3,1,106,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,5.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333334,0.08333333333333334,0.25,0.33333333333333337,4.166666666666667,1.6666666666666667,9.166666666666668,0.3333333333333333
Marvelous Nakamba,ZIM,Luton Town,Premier League,MF,2023_2024,top5-players.csv,29.0,1994.0,13,13,1130,12.6,0,0,0,0,0,0,5,0,0.2,0.2,0.4,0.6,1.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39682539682539686,0.0,0.015873015873015876,0.015873015873015876,0.03174603174603175,0.047619047619047616,0.07936507936507936,2.857142857142857,0.39682539682539686,1.0
Keito Nakamura,JPN,Reims,Ligue 1,FW,2023_2024,top5-players.csv,23.0,2000.0,25,17,1381,15.3,4,1,5,4,0,0,1,0,3.2,3.2,1.3,4.5,48.0,56.0,141.0,0.26143790849673204,0.06535947712418301,0.32679738562091504,0.26143790849673204,0.0,0.0,0.06535947712418301,0.0,0.20915032679738563,0.20915032679738563,0.08496732026143791,0.29411764705882354,3.1372549019607843,3.6601307189542482,9.215686274509803,0.68
Nahitan Nández,URU,Cagliari,Serie A,MF,2023_2024,top5-players.csv,27.0,1995.0,33,29,2341,26.0,2,3,5,1,1,1,7,0,3.7,2.9,2.5,5.5,57.0,76.0,89.0,0.07692307692307693,0.11538461538461539,0.19230769230769232,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.2692307692307692,0.0,0.1423076923076923,0.11153846153846153,0.09615384615384616,0.21153846153846154,2.1923076923076925,2.923076923076923,3.423076923076923,0.8787878787878788
Matija Nastasić,SRB,Mallorca,La Liga,DF,2023_2024,top5-players.csv,30.0,1993.0,26,25,2258,25.1,2,0,2,2,0,0,8,0,1.0,1.0,0.6,1.6,11.0,64.0,4.0,0.0796812749003984,0.0,0.0796812749003984,0.0796812749003984,0.0,0.0,0.3187250996015936,0.0,0.0398406374501992,0.0398406374501992,0.023904382470119518,0.06374501992031872,0.43824701195219123,2.549800796812749,0.1593625498007968,0.9615384615384616
Natan,BRA,Napoli,Serie A,DF,2023_2024,top5-players.csv,22.0,2001.0,14,11,952,10.6,0,0,0,0,0,0,3,1,0.4,0.4,0.1,0.5,15.0,34.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2830188679245283,0.09433962264150944,0.03773584905660378,0.03773584905660378,0.009433962264150945,0.04716981132075472,1.4150943396226416,3.207547169811321,1.0377358490566038,0.7857142857142857
Roberto Navarro,ESP,Cádiz,La Liga,MF,2023_2024,top5-players.csv,21.0,2002.0,28,24,1888,21.0,1,1,2,1,0,0,0,1,2.1,2.1,3.1,5.3,81.0,70.0,119.0,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.0,0.0,0.0,0.047619047619047616,0.1,0.1,0.14761904761904762,0.2523809523809524,3.857142857142857,3.3333333333333335,5.666666666666667,0.8571428571428571
Jesús Navas,ESP,Sevilla,La Liga,DF,2023_2024,top5-players.csv,37.0,1985.0,29,25,2003,22.3,0,2,2,0,0,0,6,1,0.1,0.1,1.9,2.1,54.0,103.0,141.0,0.0,0.08968609865470852,0.08968609865470852,0.0,0.0,0.0,0.26905829596412556,0.04484304932735426,0.004484304932735426,0.004484304932735426,0.08520179372197309,0.09417040358744394,2.42152466367713,4.618834080717488,6.322869955156951,0.8620689655172413
Keylor Navas,CRC,Paris S-G,Ligue 1,GK,2023_2024,top5-players.csv,36.0,1986.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Michel Ndary Adopo,FRA,Atalanta,Serie A,MF,2023_2024,top5-players.csv,23.0,2000.0,10,0,109,1.2,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.1,3.0,9.0,16.0,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,2.5,7.5,13.333333333333334,0.0
Youssouf Ndayishimiye,BDI,Nice,Ligue 1,MF,2023_2024,top5-players.csv,24.0,1998.0,23,20,1712,19.0,0,0,0,0,0,0,6,1,1.2,1.2,0.5,1.7,16.0,96.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.05263157894736842,0.06315789473684211,0.06315789473684211,0.02631578947368421,0.08947368421052632,0.8421052631578947,5.052631578947368,0.6842105263157895,0.8695652173913043
Bassirou Ndiaye,SEN,Lorient,Ligue 1,FW,2023_2024,top5-players.csv,21.0,2002.0,5,0,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352942,0.11764705882352942,0.5882352941176471,0.5882352941176471,4.11764705882353,0.0
Iliman Ndiaye,SEN,Marseille,Ligue 1,FW,2023_2024,top5-players.csv,23.0,2000.0,30,19,1618,18.0,3,3,6,3,0,0,0,1,4.5,4.5,2.6,7.1,51.0,62.0,152.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.05555555555555555,0.25,0.25,0.14444444444444446,0.39444444444444443,2.8333333333333335,3.4444444444444446,8.444444444444445,0.6333333333333333
Massamba Ndiaye,SEN,Clermont Foot,Ligue 1,GK,2023_2024,top5-players.csv,21.0,2001.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0
Rassoul Ndiaye,SEN,Le Havre,Ligue 1,MF,2023_2024,top5-players.csv,21.0,2001.0,19,6,526,5.8,0,0,0,0,0,0,4,2,0.2,0.2,0.3,0.5,7.0,25.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6896551724137931,0.3448275862068966,0.034482758620689655,0.034482758620689655,0.05172413793103448,0.08620689655172414,1.206896551724138,4.310344827586207,2.7586206896551726,0.3157894736842105
Dan Ndoye,SUI,Bologna,Serie A,FW,2023_2024,top5-players.csv,22.0,2000.0,32,20,1771,19.7,1,1,2,1,0,0,4,0,4.9,4.9,1.8,6.6,88.0,36.0,173.0,0.050761421319796954,0.050761421319796954,0.10152284263959391,0.050761421319796954,0.0,0.0,0.20304568527918782,0.0,0.2487309644670051,0.2487309644670051,0.09137055837563453,0.3350253807106599,4.467005076142132,1.8274111675126905,8.781725888324873,0.625
Joseph Nduquidi,FRA,Metz,Ligue 1,MF,2023_2024,top5-players.csv,18.0,2004.0,13,7,751,8.3,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,6.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24096385542168672,0.0,0.024096385542168672,0.024096385542168672,0.012048192771084336,0.024096385542168672,0.7228915662650601,2.650602409638554,0.48192771084337344,0.5384615384615384
Loïc Nego,HUN,Le Havre,Ligue 1,DF,2023_2024,top5-players.csv,32.0,1991.0,28,18,1561,17.3,0,3,3,0,0,0,3,0,1.3,1.3,1.0,2.3,30.0,64.0,102.0,0.0,0.17341040462427745,0.17341040462427745,0.0,0.0,0.0,0.17341040462427745,0.0,0.07514450867052024,0.07514450867052024,0.057803468208092484,0.1329479768786127,1.7341040462427746,3.699421965317919,5.895953757225433,0.6428571428571429
Reiss Nelson,ENG,Arsenal,Premier League,FW,2023_2024,top5-players.csv,23.0,1999.0,15,1,268,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,9.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.19999999999999998,0.26666666666666666,3.0,1.6666666666666667,8.666666666666666,0.06666666666666667
Neto,BRA,Bournemouth,Premier League,GK,2023_2024,top5-players.csv,34.0,1989.0,32,32,2880,32.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pedro Neto,POR,Wolves,Premier League,FW,2023_2024,top5-players.csv,23.0,2000.0,20,18,1516,16.8,2,9,11,2,0,0,4,0,3.5,3.5,4.4,7.9,98.0,54.0,149.0,0.11904761904761904,0.5357142857142857,0.6547619047619048,0.11904761904761904,0.0,0.0,0.23809523809523808,0.0,0.20833333333333331,0.20833333333333331,0.2619047619047619,0.47023809523809523,5.833333333333333,3.214285714285714,8.869047619047619,0.9
Luca Netz,GER,Gladbach,Bundesliga,DF,2023_2024,top5-players.csv,20.0,2003.0,30,25,2225,24.7,0,4,4,0,0,0,2,0,1.0,1.0,3.0,3.9,46.0,81.0,99.0,0.0,0.16194331983805668,0.16194331983805668,0.0,0.0,0.0,0.08097165991902834,0.0,0.04048582995951417,0.04048582995951417,0.12145748987854252,0.15789473684210525,1.8623481781376519,3.279352226720648,4.008097165991903,0.8333333333333334
Manuel Neuer,GER,Bayern Munich,Bundesliga,GK,2023_2024,top5-players.csv,37.0,1986.0,23,23,2053,22.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043859649122807015,0.0,0.0,0.0,0.0,0.0,0.0,0.3508771929824561,0.0,1.0
Florian Neuhaus,GER,Gladbach,Bundesliga,MF,2023_2024,top5-players.csv,26.0,1997.0,25,15,1224,13.6,4,2,6,3,1,1,4,0,4.3,3.5,1.8,5.4,30.0,74.0,43.0,0.29411764705882354,0.14705882352941177,0.4411764705882353,0.22058823529411764,0.07352941176470588,0.07352941176470588,0.29411764705882354,0.0,0.3161764705882353,0.2573529411764706,0.1323529411764706,0.3970588235294118,2.2058823529411766,5.4411764705882355,3.161764705882353,0.6
Carlos Neva,ESP,Granada,La Liga,DF,2023_2024,top5-players.csv,27.0,1996.0,36,36,3146,35.0,0,2,2,0,0,0,4,0,0.1,0.1,3.2,3.3,43.0,111.0,98.0,0.0,0.05714285714285714,0.05714285714285714,0.0,0.0,0.0,0.11428571428571428,0.0,0.002857142857142857,0.002857142857142857,0.09142857142857143,0.09428571428571428,1.2285714285714286,3.1714285714285713,2.8,1.0
Jessic Ngankam,GER,Mainz 05,Bundesliga,FW,2023_2024,top5-players.csv,23.0,2000.0,7,2,184,2.0,0,0,0,0,0,0,0,1,0.6,0.6,0.3,0.9,3.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.3,0.15,0.45,1.5,0.5,5.5,0.2857142857142857
