Player,Nation,Squad,Comp,Pos,season,source_file,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,PKatt_per90,CrdY_per90,CrdR_per90,xG_per90,npxG_per90,xAG_per90,npxG+xAG_per90,PrgC_per90,PrgP_per90,PrgR_per90,start_rate
Max Aarons,ENG,Bournemouth,Premier League,DF,2023_2024,top5-players.csv,23.0,2000.0,20,13,1237,13.7,0,1,1,0,0,0,1,0,0.0,0.0,0.8,0.9,22.0,43.0,26.0,0.0,0.07299270072992702,0.07299270072992702,0.0,0.0,0.0,0.07299270072992702,0.0,0.0,0.0,0.05839416058394161,0.06569343065693431,1.6058394160583942,3.1386861313868613,1.8978102189781023,0.65
Brenden Aaronson,USA,Union Berlin,Bundesliga,MF,2023_2024,top5-players.csv,22.0,2000.0,30,14,1267,14.1,2,2,4,2,0,0,3,1,2.0,2.0,1.9,3.8,37.0,56.0,91.0,0.14184397163120568,0.14184397163120568,0.28368794326241137,0.14184397163120568,0.0,0.0,0.2127659574468085,0.07092198581560284,0.14184397163120568,0.14184397163120568,0.1347517730496454,0.2695035460992908,2.624113475177305,3.971631205673759,6.453900709219858,0.4666666666666667
Paxten Aaronson,USA,Eint Frankfurt,Bundesliga,MF,2023_2024,top5-players.csv,19.0,2003.0,7,1,101,1.1,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,2.0,5.0,7.0,0.0,0.9090909090909091,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,1.8181818181818181,4.545454545454545,6.363636363636363,0.14285714285714285
Yunis Abdelhamid,MAR,Reims,Ligue 1,DF,2023_2024,top5-players.csv,35.0,1987.0,31,31,2781,30.9,4,0,4,3,1,1,5,0,3.4,2.6,0.3,2.9,36.0,137.0,9.0,0.12944983818770228,0.0,0.12944983818770228,0.0970873786407767,0.03236245954692557,0.03236245954692557,0.16181229773462785,0.0,0.11003236245954692,0.08414239482200649,0.00970873786407767,0.09385113268608414,1.1650485436893205,4.433656957928803,0.29126213592233013,1.0
Salis Abdul Samed,GHA,Lens,Ligue 1,MF,2023_2024,top5-players.csv,23.0,2000.0,27,17,1519,16.9,0,0,0,0,0,0,2,0,0.8,0.8,0.5,1.3,9.0,78.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1183431952662722,0.0,0.04733727810650888,0.04733727810650888,0.02958579881656805,0.07692307692307693,0.5325443786982249,4.615384615384616,1.183431952662722,0.6296296296296297
Nabil Aberdin,FRA,Getafe,La Liga,DF,2023_2024,top5-players.csv,20.0,2002.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,1.0
Laurent Abergel,FRA,Lorient,Ligue 1,MF,2023_2024,top5-players.csv,30.0,1993.0,33,32,2860,31.8,2,1,3,2,0,0,4,0,1.1,1.1,2.2,3.3,38.0,194.0,51.0,0.06289308176100629,0.031446540880503145,0.09433962264150943,0.06289308176100629,0.0,0.0,0.12578616352201258,0.0,0.03459119496855346,0.03459119496855346,0.06918238993710692,0.10377358490566037,1.1949685534591195,6.10062893081761,1.6037735849056602,0.9696969696969697
Matthis Abline,FRA,Nantes,Ligue 1,FW,2023_2024,top5-players.csv,20.0,2003.0,22,12,1044,11.6,5,0,5,5,0,0,1,0,3.8,3.8,2.0,5.8,28.0,20.0,87.0,0.4310344827586207,0.0,0.4310344827586207,0.4310344827586207,0.0,0.0,0.08620689655172414,0.0,0.3275862068965517,0.3275862068965517,0.1724137931034483,0.5,2.413793103448276,1.7241379310344829,7.5,0.5454545454545454
Abner,BRA,Betis,La Liga,DF,2023_2024,top5-players.csv,23.0,2000.0,23,15,1400,15.6,0,1,1,0,0,0,3,0,0.1,0.1,1.0,1.1,14.0,33.0,58.0,0.0,0.06410256410256411,0.06410256410256411,0.0,0.0,0.0,0.19230769230769232,0.0,0.006410256410256411,0.006410256410256411,0.06410256410256411,0.07051282051282053,0.8974358974358975,2.1153846153846154,3.717948717948718,0.6521739130434783
Zakaria Aboukhlal,MAR,Toulouse,Ligue 1,MF,2023_2024,top5-players.csv,23.0,2000.0,13,9,754,8.4,3,0,3,2,1,1,2,0,2.8,2.0,0.2,2.2,23.0,20.0,75.0,0.35714285714285715,0.0,0.35714285714285715,0.23809523809523808,0.11904761904761904,0.11904761904761904,0.23809523809523808,0.0,0.3333333333333333,0.23809523809523808,0.023809523809523808,0.2619047619047619,2.738095238095238,2.380952380952381,8.928571428571429,0.6923076923076923
Abdel Abqar,MAR,Alavés,La Liga,DF,2023_2024,top5-players.csv,24.0,1999.0,27,27,2312,25.7,0,0,0,0,0,0,10,0,0.5,0.5,0.2,0.6,7.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38910505836575876,0.0,0.019455252918287938,0.019455252918287938,0.007782101167315176,0.023346303501945526,0.27237354085603116,1.906614785992218,0.038910505836575876,1.0
Tammy Abraham,ENG,Roma,Serie A,FW,2023_2024,top5-players.csv,25.0,1997.0,8,2,242,2.7,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,6.0,4.0,15.0,0.37037037037037035,0.0,0.37037037037037035,0.37037037037037035,0.0,0.0,0.37037037037037035,0.0,0.2222222222222222,0.2222222222222222,0.037037037037037035,0.25925925925925924,2.222222222222222,1.4814814814814814,5.555555555555555,0.25
Francesco Acerbi,ITA,Inter,Serie A,DF,2023_2024,top5-players.csv,35.0,1988.0,29,26,2388,26.5,3,1,4,3,0,0,1,0,1.6,1.6,1.8,3.4,21.0,87.0,24.0,0.11320754716981132,0.03773584905660377,0.1509433962264151,0.11320754716981132,0.0,0.0,0.03773584905660377,0.0,0.06037735849056604,0.06037735849056604,0.06792452830188679,0.12830188679245283,0.7924528301886793,3.2830188679245285,0.9056603773584906,0.896551724137931
Marcos Acuña,ARG,Sevilla,La Liga,DF,2023_2024,top5-players.csv,31.0,1991.0,21,18,1292,14.4,1,2,3,1,0,0,7,0,0.3,0.3,1.5,1.8,23.0,59.0,42.0,0.06944444444444445,0.1388888888888889,0.20833333333333331,0.06944444444444445,0.0,0.0,0.4861111111111111,0.0,0.020833333333333332,0.020833333333333332,0.10416666666666666,0.125,1.597222222222222,4.097222222222222,2.9166666666666665,0.8571428571428571
Bénie Adama Traore,CIV,Sheffield Utd,Premier League,FW,2023_2024,top5-players.csv,20.0,2002.0,8,3,387,4.3,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,7.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.06976744186046512,0.11627906976744186,0.186046511627907,1.627906976744186,2.0930232558139537,3.255813953488372,0.375
Bénie Adama Traore,CIV,Nantes,Ligue 1,FW,2023_2024,top5-players.csv,20.0,2002.0,14,4,504,5.6,0,1,1,0,0,0,1,1,0.7,0.7,0.9,1.6,23.0,15.0,45.0,0.0,0.17857142857142858,0.17857142857142858,0.0,0.0,0.0,0.17857142857142858,0.17857142857142858,0.125,0.125,0.16071428571428573,0.28571428571428575,4.107142857142858,2.678571428571429,8.035714285714286,0.2857142857142857
Akor Adams,NGA,Montpellier,Ligue 1,FW,2023_2024,top5-players.csv,23.0,2000.0,32,27,2252,25.0,8,1,9,8,0,0,2,0,12.4,12.4,1.9,14.3,40.0,17.0,127.0,0.32,0.04,0.36,0.32,0.0,0.0,0.08,0.0,0.496,0.496,0.076,0.5720000000000001,1.6,0.68,5.08,0.84375
Tyler Adams,USA,Bournemouth,Premier League,MF,2023_2024,top5-players.csv,24.0,1999.0,3,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,3.0769230769230766,3.846153846153846,0.7692307692307692,0.3333333333333333
Junior Adamu,AUT,Freiburg,Bundesliga,FW,2023_2024,top5-players.csv,22.0,2001.0,15,0,105,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.16666666666666669,0.8333333333333334,0.8333333333333334,4.166666666666667,0.0
Sargis Adamyan,ARM,Köln,Bundesliga,FW,2023_2024,top5-players.csv,30.0,1993.0,20,8,801,8.9,1,2,3,1,0,0,2,0,4.1,4.1,2.0,6.1,15.0,18.0,42.0,0.11235955056179775,0.2247191011235955,0.33707865168539325,0.11235955056179775,0.0,0.0,0.2247191011235955,0.0,0.46067415730337075,0.46067415730337075,0.2247191011235955,0.6853932584269662,1.6853932584269662,2.0224719101123596,4.719101123595506,0.4
Tosin Adarabioyo,ENG,Fulham,Premier League,DF,2023_2024,top5-players.csv,25.0,1997.0,20,18,1617,18.0,2,0,2,2,0,0,2,0,0.7,0.7,0.1,0.8,10.0,62.0,5.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.03888888888888889,0.03888888888888889,0.005555555555555556,0.044444444444444446,0.5555555555555556,3.4444444444444446,0.2777777777777778,0.9
Elijah Adebayo,ENG,Luton Town,Premier League,FW,2023_2024,top5-players.csv,25.0,1998.0,27,16,1419,15.8,10,0,10,10,0,0,1,0,5.9,5.9,0.7,6.6,16.0,23.0,110.0,0.6329113924050632,0.0,0.6329113924050632,0.6329113924050632,0.0,0.0,0.06329113924050632,0.0,0.37341772151898733,0.37341772151898733,0.044303797468354424,0.4177215189873417,1.0126582278481011,1.4556962025316456,6.962025316455696,0.5925925925925926
Karim Adeyemi,GER,Dortmund,Bundesliga,FW,2023_2024,top5-players.csv,21.0,2002.0,21,10,913,10.1,3,1,4,3,0,0,6,1,3.5,3.5,2.0,5.5,52.0,26.0,96.0,0.297029702970297,0.09900990099009901,0.39603960396039606,0.297029702970297,0.0,0.0,0.594059405940594,0.09900990099009901,0.34653465346534656,0.34653465346534656,0.19801980198019803,0.5445544554455446,5.148514851485149,2.5742574257425743,9.504950495049505,0.47619047619047616
Simon Adingra,CIV,Brighton,Premier League,FW,2023_2024,top5-players.csv,21.0,2002.0,31,25,2222,24.7,6,1,7,6,0,0,3,0,4.3,4.3,3.7,8.0,111.0,50.0,278.0,0.24291497975708504,0.04048582995951417,0.2834008097165992,0.24291497975708504,0.0,0.0,0.12145748987854252,0.0,0.17408906882591094,0.17408906882591094,0.14979757085020243,0.32388663967611336,4.493927125506073,2.0242914979757085,11.25506072874494,0.8064516129032258
Nathaniel Adjei,GHA,Lorient,Ligue 1,DF,2023_2024,top5-players.csv,20.0,2002.0,15,14,1243,13.8,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,10.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14492753623188406,0.0,0.028985507246376812,0.028985507246376812,0.007246376811594203,0.036231884057971016,0.7246376811594203,2.463768115942029,0.2898550724637681,0.9333333333333333
Amine Adli,MAR,Leverkusen,Bundesliga,MF,2023_2024,top5-players.csv,23.0,2000.0,23,8,898,10.0,4,6,10,4,0,0,5,0,3.3,3.3,2.3,5.6,32.0,39.0,131.0,0.4,0.6,1.0,0.4,0.0,0.0,0.5,0.0,0.32999999999999996,0.32999999999999996,0.22999999999999998,0.5599999999999999,3.2,3.9,13.1,0.34782608695652173
Yacine Adli,FRA,Milan,Serie A,MF,2023_2024,top5-players.csv,23.0,2000.0,24,17,1407,15.6,1,2,3,1,0,0,3,0,0.3,0.3,2.2,2.5,30.0,125.0,26.0,0.06410256410256411,0.12820512820512822,0.19230769230769232,0.06410256410256411,0.0,0.0,0.19230769230769232,0.0,0.019230769230769232,0.019230769230769232,0.14102564102564105,0.16025641025641027,1.9230769230769231,8.012820512820513,1.6666666666666667,0.7083333333333334
Adson,BRA,Nantes,Ligue 1,MF,2023_2024,top5-players.csv,22.0,2000.0,8,2,238,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,18.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.11538461538461538,6.9230769230769225,5.769230769230769,7.3076923076923075,0.25
Michel Aebischer,SUI,Bologna,Serie A,MF,2023_2024,top5-players.csv,26.0,1997.0,36,26,2230,24.8,0,1,1,0,0,0,8,0,1.1,1.1,1.5,2.6,26.0,125.0,55.0,0.0,0.04032258064516129,0.04032258064516129,0.0,0.0,0.0,0.3225806451612903,0.0,0.04435483870967742,0.04435483870967742,0.06048387096774193,0.10483870967741936,1.0483870967741935,5.040322580645161,2.217741935483871,0.7222222222222222
Emmanuel Agbadou,CIV,Reims,Ligue 1,DF,2023_2024,top5-players.csv,26.0,1997.0,32,29,2596,28.8,1,1,2,1,0,0,1,0,2.4,2.4,1.5,3.8,42.0,179.0,19.0,0.034722222222222224,0.034722222222222224,0.06944444444444445,0.034722222222222224,0.0,0.0,0.034722222222222224,0.0,0.08333333333333333,0.08333333333333333,0.05208333333333333,0.13194444444444445,1.4583333333333333,6.215277777777778,0.6597222222222222,0.90625
Julen Agirrezabala,ESP,Athletic Club,La Liga,GK,2023_2024,top5-players.csv,22.0,2000.0,4,2,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Lucien Agoume,FRA,Sevilla,La Liga,MF,2023_2024,top5-players.csv,21.0,2002.0,12,9,777,8.6,0,0,0,0,0,0,3,0,0.9,0.9,0.6,1.5,7.0,35.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3488372093023256,0.0,0.10465116279069768,0.10465116279069768,0.06976744186046512,0.1744186046511628,0.813953488372093,4.069767441860465,1.0465116279069768,0.75
Felix Agu,GER,Werder Bremen,Bundesliga,DF,2023_2024,top5-players.csv,23.0,1999.0,24,19,1614,17.9,0,0,0,0,0,0,2,0,0.9,0.9,0.6,1.5,32.0,32.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111731843575419,0.0,0.05027932960893855,0.05027932960893855,0.0335195530726257,0.08379888268156425,1.787709497206704,1.787709497206704,5.027932960893855,0.7916666666666666
Nayef Aguerd,MAR,West Ham,Premier League,DF,2023_2024,top5-players.csv,27.0,1996.0,21,21,1857,20.6,1,0,1,1,0,0,3,1,1.5,1.5,0.3,1.8,10.0,68.0,3.0,0.04854368932038835,0.0,0.04854368932038835,0.04854368932038835,0.0,0.0,0.14563106796116504,0.04854368932038835,0.07281553398058252,0.07281553398058252,0.014563106796116504,0.08737864077669903,0.48543689320388345,3.3009708737864076,0.14563106796116504,1.0
Ruben Aguilar,FRA,Lens,Ligue 1,DF,2023_2024,top5-players.csv,30.0,1993.0,25,22,1922,21.4,1,3,4,1,0,0,3,0,1.4,1.4,2.9,4.3,36.0,110.0,162.0,0.04672897196261683,0.14018691588785048,0.1869158878504673,0.04672897196261683,0.0,0.0,0.14018691588785048,0.0,0.06542056074766354,0.06542056074766354,0.1355140186915888,0.20093457943925233,1.6822429906542058,5.140186915887851,7.570093457943925,0.88
Naouirou Ahamada,FRA,Crystal Palace,Premier League,MF,2023_2024,top5-players.csv,21.0,2002.0,20,0,349,3.9,0,0,0,0,0,0,4,1,0.5,0.5,0.0,0.5,19.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0256410256410258,0.25641025641025644,0.12820512820512822,0.12820512820512822,0.0,0.12820512820512822,4.871794871794872,6.410256410256411,5.128205128205129,0.0
Anel Ahmedhodžić,BIH,Sheffield Utd,Premier League,DF,2023_2024,top5-players.csv,24.0,1999.0,31,29,2649,29.4,2,0,2,2,0,0,11,1,3.1,3.1,0.8,4.0,15.0,43.0,21.0,0.06802721088435375,0.0,0.06802721088435375,0.06802721088435375,0.0,0.0,0.3741496598639456,0.034013605442176874,0.1054421768707483,0.1054421768707483,0.0272108843537415,0.1360544217687075,0.5102040816326531,1.4625850340136055,0.7142857142857143,0.9354838709677419
Joseph Aidoo,GHA,Celta Vigo,La Liga,DF,2023_2024,top5-players.csv,27.0,1995.0,6,4,407,4.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.4444444444444444,2.6666666666666665,0.0,0.6666666666666666
Ola Aina,NGA,Nott'ham Forest,Premier League,DF,2023_2024,top5-players.csv,26.0,1996.0,22,20,1692,18.8,1,1,2,1,0,0,3,0,0.3,0.3,0.9,1.2,53.0,68.0,38.0,0.05319148936170213,0.05319148936170213,0.10638297872340426,0.05319148936170213,0.0,0.0,0.15957446808510636,0.0,0.015957446808510637,0.015957446808510637,0.047872340425531915,0.06382978723404255,2.8191489361702127,3.6170212765957444,2.021276595744681,0.9090909090909091
Rayan Aït-Nouri,ALG,Wolves,Premier League,DF,2023_2024,top5-players.csv,22.0,2001.0,33,29,2329,25.9,2,1,3,2,0,0,7,0,3.3,3.3,2.4,5.6,67.0,99.0,99.0,0.07722007722007722,0.03861003861003861,0.11583011583011583,0.07722007722007722,0.0,0.0,0.2702702702702703,0.0,0.1274131274131274,0.1274131274131274,0.09266409266409266,0.21621621621621623,2.586872586872587,3.8223938223938227,3.8223938223938227,0.8787878787878788
Tosin Aiyegun,BEN,Lorient,Ligue 1,MF,2023_2024,top5-players.csv,25.0,1998.0,19,10,902,10.0,2,0,2,2,0,0,0,1,1.8,1.8,0.3,2.1,17.0,16.0,52.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.18,0.18,0.03,0.21000000000000002,1.7,1.6,5.2,0.5263157894736842
Kristoffer Ajer,NOR,Brentford,Premier League,DF,2023_2024,top5-players.csv,25.0,1998.0,28,21,1832,20.4,2,1,3,2,0,0,5,0,1.3,1.3,2.3,3.6,22.0,61.0,31.0,0.09803921568627452,0.04901960784313726,0.14705882352941177,0.09803921568627452,0.0,0.0,0.2450980392156863,0.0,0.06372549019607844,0.06372549019607844,0.11274509803921569,0.17647058823529413,1.0784313725490198,2.9901960784313726,1.519607843137255,0.75
Ludovic Ajorque,FRA,Mainz 05,Bundesliga,FW,2023_2024,top5-players.csv,29.0,1994.0,26,15,1360,15.1,2,0,2,2,0,2,4,0,5.3,3.7,1.0,4.7,5.0,21.0,88.0,0.13245033112582782,0.0,0.13245033112582782,0.13245033112582782,0.0,0.13245033112582782,0.26490066225165565,0.0,0.3509933774834437,0.2450331125827815,0.06622516556291391,0.3112582781456954,0.33112582781456956,1.390728476821192,5.827814569536424,0.5769230769230769
Manuel Akanji,SUI,Manchester City,Premier League,DF,2023_2024,top5-players.csv,28.0,1995.0,30,28,2511,27.9,2,0,2,2,0,0,4,1,1.9,1.9,0.5,2.4,46.0,148.0,36.0,0.07168458781362008,0.0,0.07168458781362008,0.07168458781362008,0.0,0.0,0.14336917562724016,0.03584229390681004,0.06810035842293907,0.06810035842293907,0.01792114695340502,0.08602150537634409,1.6487455197132617,5.304659498207886,1.2903225806451613,0.9333333333333333
Nathan Aké,NED,Manchester City,Premier League,DF,2023_2024,top5-players.csv,28.0,1995.0,29,24,2042,22.7,2,2,4,2,0,0,0,0,2.5,2.5,1.2,3.7,24.0,116.0,18.0,0.0881057268722467,0.0881057268722467,0.1762114537444934,0.0881057268722467,0.0,0.0,0.0,0.0,0.11013215859030838,0.11013215859030838,0.05286343612334802,0.1629955947136564,1.0572687224669604,5.110132158590308,0.7929515418502203,0.8275862068965517
Ilias Akhomach,MAR,Villarreal,La Liga,MF,2023_2024,top5-players.csv,19.0,2004.0,31,17,1511,16.8,2,2,4,2,0,0,4,0,3.2,3.2,2.6,5.7,68.0,45.0,160.0,0.11904761904761904,0.11904761904761904,0.23809523809523808,0.11904761904761904,0.0,0.0,0.23809523809523808,0.0,0.19047619047619047,0.19047619047619047,0.15476190476190477,0.3392857142857143,4.0476190476190474,2.6785714285714284,9.523809523809524,0.5483870967741935
Sergio Akieme,ESP,Almería,La Liga,DF,2023_2024,top5-players.csv,25.0,1997.0,19,19,1675,18.6,2,0,2,2,0,0,2,0,1.2,1.2,2.2,3.3,27.0,28.0,72.0,0.1075268817204301,0.0,0.1075268817204301,0.1075268817204301,0.0,0.0,0.1075268817204301,0.0,0.06451612903225806,0.06451612903225806,0.11827956989247312,0.17741935483870966,1.4516129032258063,1.5053763440860215,3.8709677419354835,1.0
Sergio Akieme,ESP,Reims,Ligue 1,DF,2023_2024,top5-players.csv,25.0,1997.0,13,8,818,9.1,2,0,2,2,0,0,2,0,1.4,1.4,0.4,1.8,20.0,20.0,34.0,0.21978021978021978,0.0,0.21978021978021978,0.21978021978021978,0.0,0.0,0.21978021978021978,0.0,0.15384615384615385,0.15384615384615385,0.04395604395604396,0.19780219780219782,2.197802197802198,2.197802197802198,3.7362637362637363,0.6153846153846154
Maghnes Akliouche,FRA,Monaco,Ligue 1,MF,2023_2024,top5-players.csv,21.0,2002.0,28,18,1613,17.9,7,4,11,7,0,0,5,0,5.4,5.4,3.5,8.9,46.0,93.0,135.0,0.3910614525139665,0.223463687150838,0.6145251396648045,0.3910614525139665,0.0,0.0,0.2793296089385475,0.0,0.30167597765363136,0.30167597765363136,0.19553072625698326,0.4972067039106146,2.569832402234637,5.195530726256984,7.5418994413407825,0.6428571428571429
Paul Akouokou,CIV,Lyon,Ligue 1,MF,2023_2024,top5-players.csv,25.0,1997.0,8,4,307,3.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,0.029411764705882356,0.029411764705882356,0.0,0.029411764705882356,0.0,3.823529411764706,0.5882352941176471,0.5
Jean-Daniel Akpa-Akpro,CIV,Monza,Serie A,MF,2023_2024,top5-players.csv,30.0,1992.0,19,8,705,7.8,0,0,0,0,0,0,5,0,0.5,0.5,0.1,0.6,11.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6410256410256411,0.0,0.06410256410256411,0.06410256410256411,0.012820512820512822,0.07692307692307693,1.4102564102564104,1.2820512820512822,1.5384615384615385,0.42105263157894735
Kevin Akpoguma,NGA,Hoffenheim,Bundesliga,DF,2023_2024,top5-players.csv,28.0,1995.0,17,11,1097,12.2,0,0,0,0,0,0,7,0,0.3,0.3,0.3,0.6,10.0,55.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5737704918032788,0.0,0.02459016393442623,0.02459016393442623,0.02459016393442623,0.04918032786885246,0.819672131147541,4.508196721311475,0.7377049180327869,0.6470588235294118
David Alaba,AUT,Real Madrid,La Liga,DF,2023_2024,top5-players.csv,31.0,1992.0,14,14,1154,12.8,0,1,1,0,0,0,2,0,1.0,1.0,0.7,1.6,9.0,51.0,13.0,0.0,0.078125,0.078125,0.0,0.0,0.0,0.15625,0.0,0.078125,0.078125,0.05468749999999999,0.125,0.703125,3.984375,1.015625,1.0
Luis Alberto,ESP,Lazio,Serie A,MF,2023_2024,top5-players.csv,30.0,1992.0,33,29,2311,25.7,5,7,12,5,0,0,7,0,4.7,4.7,4.7,9.4,83.0,212.0,124.0,0.19455252918287938,0.27237354085603116,0.4669260700389105,0.19455252918287938,0.0,0.0,0.27237354085603116,0.0,0.18287937743190663,0.18287937743190663,0.18287937743190663,0.36575875486381326,3.2295719844357977,8.249027237354086,4.824902723735408,0.8787878787878788
Raúl Albiol,ESP,Villarreal,La Liga,DF,2023_2024,top5-players.csv,37.0,1985.0,26,24,2031,22.6,0,1,1,0,0,0,6,0,0.4,0.4,0.8,1.3,8.0,62.0,0.0,0.0,0.04424778761061947,0.04424778761061947,0.0,0.0,0.0,0.2654867256637168,0.0,0.017699115044247787,0.017699115044247787,0.035398230088495575,0.05752212389380531,0.35398230088495575,2.743362831858407,0.0,0.9230769230769231
Carlos Alcaraz,ARG,Juventus,Serie A,MF,2023_2024,top5-players.csv,20.0,2002.0,10,3,380,4.2,0,1,1,0,0,0,0,0,0.4,0.4,0.1,0.5,6.0,27.0,9.0,0.0,0.23809523809523808,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.09523809523809523,0.023809523809523808,0.11904761904761904,1.4285714285714286,6.428571428571428,2.142857142857143,0.3
Rubén Alcaraz,ESP,Cádiz,La Liga,MF,2023_2024,top5-players.csv,32.0,1991.0,36,36,3134,34.8,3,1,4,1,2,2,14,0,3.3,1.7,1.4,3.1,27.0,154.0,37.0,0.08620689655172414,0.02873563218390805,0.1149425287356322,0.02873563218390805,0.0574712643678161,0.0574712643678161,0.40229885057471265,0.0,0.09482758620689656,0.04885057471264368,0.040229885057471264,0.08908045977011496,0.7758620689655173,4.42528735632184,1.0632183908045978,1.0
Omar Alderete,PAR,Getafe,La Liga,DF,2023_2024,top5-players.csv,26.0,1996.0,31,24,2195,24.4,0,1,1,0,0,0,8,1,1.2,1.2,1.0,2.2,23.0,98.0,9.0,0.0,0.04098360655737705,0.04098360655737705,0.0,0.0,0.0,0.3278688524590164,0.04098360655737705,0.04918032786885246,0.04918032786885246,0.04098360655737705,0.09016393442622953,0.9426229508196722,4.016393442622951,0.36885245901639346,0.7741935483870968
Iván Alejo,ESP,Cádiz,La Liga,MF,2023_2024,top5-players.csv,28.0,1995.0,30,21,1692,18.8,0,2,2,0,0,0,17,0,0.5,0.5,1.3,1.8,48.0,31.0,104.0,0.0,0.10638297872340426,0.10638297872340426,0.0,0.0,0.0,0.9042553191489361,0.0,0.026595744680851064,0.026595744680851064,0.06914893617021277,0.09574468085106383,2.553191489361702,1.6489361702127658,5.531914893617021,0.7
Carles Aleñá,ESP,Getafe,La Liga,MF,2023_2024,top5-players.csv,25.0,1998.0,29,10,1020,11.3,1,1,2,1,0,0,6,0,1.2,1.2,1.6,2.8,12.0,23.0,45.0,0.08849557522123894,0.08849557522123894,0.17699115044247787,0.08849557522123894,0.0,0.0,0.5309734513274336,0.0,0.10619469026548671,0.10619469026548671,0.1415929203539823,0.247787610619469,1.0619469026548671,2.0353982300884956,3.9823008849557517,0.3448275862068966
Trent Alexander-Arnold,ENG,Liverpool,Premier League,DF,2023_2024,top5-players.csv,24.0,1998.0,28,25,2155,23.9,3,4,7,3,0,0,6,0,2.6,2.3,7.2,9.5,45.0,205.0,97.0,0.12552301255230125,0.1673640167364017,0.29288702928870297,0.12552301255230125,0.0,0.0,0.2510460251046025,0.0,0.1087866108786611,0.09623430962343096,0.301255230125523,0.397489539748954,1.882845188284519,8.577405857740587,4.058577405857741,0.8928571428571429
Aboubacar Ali,FRA,Strasbourg,Ligue 1,MF,2023_2024,top5-players.csv,17.0,2006.0,9,1,130,1.4,0,1,1,0,0,0,0,0,0.2,0.2,0.1,0.3,3.0,3.0,12.0,0.0,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.14285714285714288,0.14285714285714288,0.07142857142857144,0.2142857142857143,2.142857142857143,2.142857142857143,8.571428571428571,0.1111111111111111
Mohamed Ali Cho,FRA,Real Sociedad,La Liga,FW,2023_2024,top5-players.csv,19.0,2004.0,11,1,249,2.8,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,16.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714288,0.14285714285714288,0.03571428571428572,0.17857142857142858,5.714285714285714,1.0714285714285714,6.7857142857142865,0.09090909090909091
