task,experiment,model,holdout_mae,holdout_mse,holdout_rmse,holdout_r2,cv_mae_mean,cv_mae_std,cv_mse_mean,cv_mse_std,cv_r2_mean,cv_r2_std
regression,combined_base_regression,ElasticNet,0.7804138268461855,1.3663546366476198,1.1689117317606235,0.8760840038698974,0.802738028673315,0.01748602996775281,1.4641792970598277,0.08154979966982907,0.8693773124372091,0.007122991772805879
regression,combined_base_regression,LinearRegression,0.7947030138854726,1.3977690949163997,1.182272851298041,0.8732349968955335,0.8267399728002557,0.021182050031825564,1.5139011814469694,0.09064137247342377,0.8649777859773197,0.007348360480688691
regression,combined_base_regression,HistGradientBoostingRegressor,0.7671630405837524,1.5092550010564725,1.2285173995741665,0.8631242344746518,0.7898114656314702,0.024968395703435856,1.6204046800016447,0.12326299090462446,0.8555069724607792,0.01005939059202892
regression,combined_base_regression,RandomForestRegressor,0.7741273866768259,1.5543680641115312,1.2467429823790994,0.8590328880576897,0.779985640139965,0.015620624434386946,1.5725529327835084,0.09069950836136507,0.8596697557993241,0.008555554198613043
regression,combined_base_regression,PoissonRegressor,1.1057582040358307,4.718468504631153,2.1722036057034693,0.5720776222530017,1.0892300795996779,0.0186475776760984,4.736365957137376,0.7376802024461233,0.5793987166833983,0.050103728880166586
regression,combined_base_regression,TweedieRegressor,1.3854619699478676,20.668664833012095,4.546280329347509,-0.8744607898765004,1.266301751973784,0.0433830732930319,18.57957799773028,4.376369834488672,-0.6442562716058652,0.3244176113425218
